Company Name,Website,Phone,Industry,Company Size,Headquarters,Type,Founded,Location,Specialties
Miranass Tourisme,http://www.miranasstourisme.com,,"Leisure, Travel & Tourism",2-10 employees,,Sole Proprietorship,2016,"Conakry, GN","Culture, Tourisme et Voyage, Art, Mode et Tendance, Informatique, and Conseil"
FORCINET,https://www.forcinet.ma,2.13E+11,Management Consulting,2-10 employees,"Rabat, Rabat",Privately Held,2015,,"Digital Audit & Strategy, Online Reputation Management, Digital Marketing, Online Brand Marketing, Community Management, Web Development, Online Advertizing, Social Media Marketing, eCustomer Relationship Management (eCRM), Street Marketing, Search Engine Advertizing (SEA), Search Engine Optimization (SEO), Display Advertizing, Online Advertizing, Search Advertizing, Mobile Development, Digital Monitoring, Social Media Monitoring, Digital Transformation, Customer Experience, and CX"
africanteamcompany,https://www.wetrust-atc.com/,2.25E+11,Marketing & Advertising,11-50 employees,"Conakry, Kaloum",Sole Proprietorship,2017,"Conakry, Kaloum 10000, GN","MARKETING, COMMUNICATION, SUPPORTS PUBLICITAIRES, CALL-CENTER, DIGITAL, DEVELOPPEMENT, and PROGRAMMATION"
Guilex Avocats,http://www.guilex-avocats.com,+224 628 03 54 13,Law Practice,2-10 employees,"Conakry, Conakry",Privately Held,,"Kipé, Commune de Ratoma, Conakry, Conakry Ratoma, GN",
Anadi Guinée,https://anadiguinee.com/,,Consumer Services,2-10 employees,"Conakry, Conakry",Privately Held,2019,"Conakry, Conakry 00000, GN",
Koûmy Law Firm,http://koumy-lawfirm.com,00224 664202049,Legal Services,11-50 employees,"C/Ratoma, Conakry",Privately Held,2019,"Immeuble Bambou, 1er étage - Kipé, C/Ratoma, Conakry 00224, GN","Droit Commercial, Droit des Transports, Droit des Activités Maritimes, Droit de l'Environnement & Développement Durable, Management de Service, Gestion Juridique des Risques d'Entreprise, Gestion d'Affaires, Négociation, Gestion de Contentieux Judiciaires et/ou Extrajudiciaire, Conseil, Droit des Sociétés, Droit Minier, Droit des Propriétés Intellectuelles et Industrielles, and Rédaction d'Acte"
AKK_TOUCH,,2.25E+11,Architecture & Planning,2-10 employees,"Conakry , Lanbangni, Centre commercial",Partnership,2019,"Conakry , Lanbangni, Centre commercial GN","Maitrise d'oeuvre, Assistances techniques, Expertise immobiliere, and Design"
Cherif-A Express,,+224 624 07 47 47,Business Supplies & Equipment,11-50 employees,"Nongo, près de Vista bank, Conakry",Privately Held,2019,"Nongo, près de Vista bank, Conakry GN","géolocalisation, automobile, transfert d'argent, logistique, transport, aviculture, équipements, vente, and commerce général"
Vista Bank Group,https://vistabankgroup.com/group/about/,,Financial Services,201-500 employees,"Conakry, Guinea",Privately Held,,"Conakry, Guinea BP557, GN",
COZY GROUP Officiel,,628860365,Design,2-10 employees,"Conakry, Conakry",Nonprofit,2020,"Conakry, Conakry 00224, GN","Design, Impression, Conception graphique , and Marketing Digital"
AquaFarms Africa,https://www.aquafarmsafrica.com/,,Food Production,2-10 employees,,Partnership,2019,"Conakry, GN","Logistics & Supply Chain, Farming, Fishery, and Consumer Goods"
EASY ISN VOYAGES,,2.25E+11,"Leisure, Travel & Tourism",2-10 employees,"Conakry, Conakry",Sole Proprietorship,2017,"Kipe Dadia, Carrefour Havana Beach, Commune de Ratoma, Conakry, Conakry 147, GN","TOURISME , LOCATION DE VEHICULES, VOYAGES, RESERVATION D'HÔTEL / AIRBNB / PPARTEMENTS , and TRANSPORT"
Zamarat Mining Ltd,http://www.zamaratmining.com,,Mining & Metals,2-10 employees,,Privately Held,2009,,
FLIPO-RICHIR,http://www.flipo-richir.eu,,Electrical & Electronic Manufacturing,51-200 employees,,Partnership,1921,,"maintenance industrielle, électromécanique, groupe électrogène industriel, automatisme industriel, transformateur industriel, variateur de vitesse, machine tournante, ingénierie, efficacité énergétique, énergie, alternateur, moteur, travaux neufs, rénovation, contrat de maintenance, astreinte, and énergies renouvelables"
Monarch Conakry,http://www.monarch-services.net/,2.25E+11,Marketing & Advertising,2-10 employees,,Privately Held,2015,"Immeuble Vista, Kaporo Port, C/RATOMA, Conakry, 612, GN","Création et implémentation de campagnes publicitaires 360°, Marketing Digital, Conseil en communication, Brand Content, Brand book / Charte graphique, Social Media, Stratégie Digitale, Média, Évènementiel, and Trade Marketing"
Guinée Immobilier,http://www.guinee-immobilier.com/,,Real Estate,2-10 employees,,Privately Held,,"Conakry, GN",
Molam Capital SA,,2.25E+11,Investment Management,2-10 employees,"Conakry , GUINEE",Partnership,,"Conakry , GUINEE GN",
THEDATAX | Agence Créative 360°,http://www.thedatax.com,2.25E+11,Computer Software,2-10 employees,"Nongo, près de la maison des jeunes, Conakry",Partnership,2019,"Nongo, près de la maison des jeunes, Conakry 123, GN","Création de site web, Marketing Web, Maintenance Informatique, Référencement SEO, and Développement WEB"
Global Energy Group (GEG),https://globalenergygroup.com,37128009950,International Trade & Development,11-50 employees,"Riga, Rīgas",Privately Held,2018,,
Wolikhai Guinea Sarl,http://www.wolikhai.com,2.25E+11,Information Technology & Services,2-10 employees,"Conakry, Conakry",Sole Proprietorship,2018,"Conakry, Conakry GN","Developpement mobile & web, Developpement Applications, Formations Professionnelles, Archivages et Gestion documentaire, and Informatique décisionnel"
Groupe Akiba Finance,http://www.akibafinance.com/,664020776,Financial Services,11-50 employees,"Conakry, C/Ratoma",Partnership,,"Conakry, C/Ratoma 224, GN","Crédit, Finance, and Banque"
Hygie Corporation,http://www.hygiecorporation.com,,Human Resources,11-50 employees,,Partnership,,,
Vet Info Group,http://www.vetinogroup-africa.com,2.22E+11,Veterinary,2-10 employees,,Sole Proprietorship,2019,,"Santé et production animale , Agriculture , Agro-écologie, Agrobusiness, Formation, Conseils et services agricoles , Equipement agricole, Biofertilisants, and Matière première"
Solis Investments Group S.A,http://www.solisinvestment.com,,Management Consulting,11-50 employees,"Kaloum, Conakry",Privately Held,2018,,"International Trade, Foreign Investment, Project Management, Project identification, Project Implementation, Project Planning, Business consultation, Agro Business, Transportation solutions, Management Consultation, Export Import, Logistics, Mining, Infrastructure Projects, and Industrial Projects"
Promark Guinée,http://promark-net.com,+224 666 55 55 58,Wholesale,2-10 employees,"Conakry, Conakry",Privately Held,2017,"Coleah, route du Niger, Conakry, Conakry BP 3678, GN","Art de la table, Matériel de cuisine, Mobilier, Service après vente, Equipements pour les Hôtels et les Collectivités, Ouvertures d'hôtels, Ouvertures de restaurants, and Equipement de Cuisines Professionnelles"
Noom Hôtel Conakry,http://www.noomhotels.com,2.25E+11,Hospitality,201-500 employees,"Conakry, Conakry",Privately Held,2016,"Conakry, Conakry 3472, GN",
MC&A Sociedade de Advogados,http://legalmca.com/,+351 21 356 9930,Law Practice,11-50 employees,"Lisboa, Portugal",Partnership,2012,,"Corporate, Commercial and M&A, Banking and Capital Markets, TAX, Real Estate / Property / Construction, Employment Law and Litigation, Administrative Law & Public Procurement, Environmental Law, Dispute Resolution / Arbitration / Litigation, Intellectual Property, Infrastructure and Public-Private Partnerships, Energy and renewable resources, Oil & Gas, and Mining"
aConakryLive,http://www.aconakrylive.com,,Online Media,2-10 employees,,Privately Held,2013,"Conakry, GN",
Multilines Global Forwarding,http://Multilinesglobal.com,2.54E+11,Logistics & Supply Chain,11-50 employees,"Nairobi, Westlands",Privately Held,,,"Project Cargo, Multi-Modal Freight, Oil and Gas Logistics , Removals and Relocations, Out of Gauge Cargo, Transport and Distribution , Perishable and Cool Chain, and Apparels and Garments"
Africa Risk Compliance Limited,http://www.arcafrica.com,+44 (0) 203 151 0170,International Trade & Development,11-50 employees,"London, Greater London",Privately Held,2016,,"Security Management, Procurement, Agency Services, Training, Consultancy, Maritime Security, Operational Support, Resolution of local issues, Stowaway Training, Immigration Support, Crew Training, Management Training, Escort Vessels, Investigations, Insurance, Underwater Services, Hull Cleaning, Underwater Inspection, Ship Maintenance, Ship Repair, and P&I Support"
YouthConnekt Gn 🇬🇳,http://www.youthconnecktguinee.org,620768517,Professional Training & Coaching,"10,001+ employees","Conakry, Guinée",Self-Employed,2019,"YOUTHCONNEKTGN, Conakry, Guinée BP222, GN",
"SGI Immobilier, Investissement, Génie Civil",,+224 628 74 76 95,Commercial Real Estate,2-10 employees,,Privately Held,2019,"Conakry , GN","Digital solutions , Civil engineering, Construction Management , and B to B"
Hope Ignited,http://www.hopeignited.org,,Non-profit Organization Management,2-10 employees,"Argyle, Texas",Nonprofit,2002,,"Medical, Pediatric Care, Formation, Training, Theological Education, Leadership Development, and Cardiac Care"
NSIA Assurances Guinée,http://www.nsiassurancesguinee.com,,Insurance,,,,,"BP: 5884, Avenue de la République Kaloum Conakry, Conakry, GN",
Compassion Evangelical Hospital,http://www.cehguinea.org,,Medical Practice,51-200 employees,"Southfield, MI",Nonprofit,2004,,To give the best medical and surgical care possible with compassion and to share the gospel of Christ clearly with everyone who comes.
224infos,http://224infos.org,,Online Media,2-10 employees,,Public Company,2014,"Conakry, Conakry, GN",
Health Focus GmbH,http://www.health-focus.de,,Hospital & Health Care,11-50 employees,"Potsdam, Brandenburg",Privately Held,2001,,"Health policy and health structure reform, Health care financing, Decentralised health systems management, Post-conflict health management, Quality management / assurance, Human resources, HIV/ AIDS prevention, Reproductive health, and Gender and human rights"
CHRONO-MAGAZINE,http://www.chronomag.online,629 28 19 19,Online Media,2-10 employees,,Privately Held,2019,"Conakry, GN","Politique, Business, Culture, Cuisine, Technologie, Communiques, and People"
INDICATEUR,,2.25E+11,Management Consulting,2-10 employees,"Conakry , Guinée - Conakry - Ratoma",Partnership,2021,"224 Rue Conakry, Conakry , Guinée - Conakry - Ratoma 457 , GN","Gestion de Projets, Etude de marché, Formation en marketing, en gestion commerciale, en management et en stratégie digitale, and Externalisation des services (commercial, marketing ou le digital"
"Ministère des Postes, des Télécommunications et de l'Économie Numérique",http://www.mpten.gov.gn,,Government Administration,201-500 employees,"Conakry, GN",Government Agency,,"Boulevard du Commerce, Rue KA 007, Almamya. , Conakry, GN BP:3000, GN",
Fameen Group,https://fameengroup.com/,2.25E+11,Marketing & Advertising,11-50 employees,"Conakry, Conakry",Partnership,2017,"Conakry, Conakry 0000, GN","Formation, Digital, Print, and Marketing Digital"
ECAM BTP,,,Construction,201-500 employees,"Conakry, Guinée",Partnership,1995,"Route du Niger, Coléah, Commune de Matam, Conakry, Guinée BP1604, GN","Entreprise Générale, Construction, Réhabilitation, Bâtiment, and Génie-Civil"
WILD CHIMPANZEE FOUNDATION (WCF),http://wildchimps.org,0049-(0)-341-3550-250,Renewables & Environment,51-200 employees,"Abidjan, Abidjan",Nonprofit,2000,,"biodiversité, chimpanzés, protection de l'environnement, and protection des forêts"
CERFIG,http://www.cerfig.org,625664687,Research,11-50 employees,"Conakry, Guinée",Educational Institution,2018,"Conakry, Guinée 6629P, GN",
TOogueda,http://www.toogueda.africa,,Professional Training & Coaching,2-10 employees,"conakry, ratoma",Partnership,2018,"lambanyi, centre commerciale, conakry, ratoma 0000, GN","accompagnement de startups, Formation, Mise en relation, Hébergement d'entreprises, and Coaching"
ADVALYS Consulting Group,,00 224 623 47 71 59,Research,11-50 employees,"Conakry, Conakry",Privately Held,2019,"224 Kaloum , Kaloum, Conakry, Conakry 224, GN",
Societe Miniere de Dinguiraye SA,,,Renewables & Environment,51-200 employees,"Conakry, Conakry",,,,
Dare to Innovate,http://osezinnover.com,+224 626 660 350,Professional Training & Coaching,11-50 employees,"Conakry, Conakry",Nonprofit,2012,"2, Conakry, Conakry 224, GN","Social Enterprise, Human Centered Design, Youth Development, Program Development and Training, Mentorship, and Enterprise Incubation"
GUINEA ENERGY,http://www.guinea-energy.com,00224 628 21 39 37,Oil & Energy,11-50 employees,"conakry, Conakry",Privately Held,2019,"Kipe T2/conakry, 3eme étage, conakry, Conakry 136824, GN","Infrastructures électriques, électricité industrielle et bâtiments, développement des solutions solaire et technologique, and production du Gaz"
ATC Guinée,http://www.atcguinee.com,621202043,Construction,51-200 employees,,Privately Held,2012,"Manéah Km43, Conakry, BP 3263, GN",
AFRICA MOVE,http://www.africa-move.com/fr,+221 33 825 67 67,Import & Export,51-200 employees,,Privately Held,,,
Humanitarian Women's Network,http://humanitarianwomensnetwork.org/,,International Affairs,"1,001-5,000 employees","Conakry, Conakry",Nonprofit,2015,"1, Conakry, Conakry 00000, GN",
"Agro, Inc.",http://www.agroinc.com,2.32E+11,Farming,201-500 employees,,Privately Held,2009,,"Plantations and Mills, Post Harvest Logistics and Marketing, Consulting, Seed and Input Supply, and Agritourism"
Stade Général Lansana Conté,http://stadeglc.com,,Entertainment,11-50 employees,,Partnership,2011,"Nongo , Conakry , GN","Evénements sportifs, Evénements musicaux, and Séminaires et conventions"
AnkerGroup,http://www.ankergroup.africa,27810055452,Management Consulting,2-10 employees,,Public Company,2019,,"Mechanical Engineering, Electrical Engineering, Maintenance Engineering, remote maintenance, procurement, e-learning, enterprise asset management, plant digitization, augmented reality, B2B Services, and Camp Management"
Guinea Shipping Corporation,http://www.guineashippingcorp.com,,Maritime,11-50 employees,"Kwun Tong, Hong Kong , Kowloon",Privately Held,2009,,"Bulk shipping, Project logistics, and containers and LCC"
Uhuru Consulting officiel,http://Uhuru-Consulting.com,625498841,Information Technology & Services,11-50 employees,,Partnership,2020,"Kipé en Face de Plaza Diamond, Conakry, GN","La maintenance, La mise en réseau, and La virtualisation"
Office city,http://www.office-city.biz,2.25E+11,Business Supplies & Equipment,2-10 employees,,Privately Held,,"Rue K-15, Conakry, GN","Onduleurs, regulateurs, data center, ATS/STS, TGBT, Batteries, and signalisation"
Semaine du Numérique Guinée,http://www.semainedunumerique.gov.gn,+224 626 26 26 80,Information Technology & Services,201-500 employees,"Conakry, Conakry",Partnership,2016,"Kaloum, Conakry, Conakry 0, GN","technology, entrepreneurship, innnovation, and financial inclusion"
ONUDI Guinée,http://www.unido.org,,International Trade & Development,11-50 employees,"Conakry, Guinee",Privately Held,,"Conakry, Guinee 222, GN",
Breakthrough ACTION + RESEARCH,http://www.breakthroughactionresearch.org,,Non-profit Organization Management,"501-1,000 employees","Washington, District of Columbia",Nonprofit,,,"Global Public Health, Social and Behavior Change Communication, Research, Behavioral Economics, Human-Centered Design, Design Thinking, Market Segmentation, Family Planning, Reproductive Health, Emerging Infectious Diseases, Malaria, Maternal and Child Health, Nutrition, Tuberculosis, Youth, Gender, Provider Behavior Change, Behavioral Science, Community Development and Engagement, SBC, and Capacity Building"
